gsis_id,player,position,team,year_signed,years,fa_year,apy,total_value,total_guaranteed,guarantee_pct,draft_round,draft_overall,draft_year,inflated_apy
00-0040302,A.J. Henning,WR,Dolphins,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040311,Theo Wease Jr.,WR,Dolphins,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040315,Ja'Corey Brooks,WR,Commanders,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040317,Jacoby Jones,WR,Commanders,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040323,Chandler Brayboy,WR,Jaguars,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040330,Seth Henigan,QB,Colts,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040331,Patrick Herbert,TE,Jaguars,2026,1.0,2027.0,918667.0,918667.0,33667.0,0.036647664496493294,,,2025.0,0.918667
00-0040332,Ja'Quinden Jackson,RB,Jaguars,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040337,Eli Pancol,WR,Colts,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040352,Coleman Owen,WR,Colts,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040361,Stephen Gosnell,WR,Bills,2026,2.0,2028.0,971750.0,1943500.0,8500.0,0.004373552868536147,,,2025.0,0.97175
00-0040363,Keleki Latu,TE,Bills,2025,3.0,2028.0,988333.0,2965000.0,0.0,0.0,,,2025.0,1.06621
00-0040375,Jordan Moore,WR,Bengals,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040383,Bryson Green,WR,Cardinals,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040387,Zach Horton,TE,Lions,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040388,Jakobie Keeney-James,WR,Packers,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040390,Jackson Meeks,WR,Lions,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040393,Kye Robichaux,RB,Lions,2025,3.0,2028.0,990000.0,2970000.0,50000.0,0.016835016835016835,,,2025.0,1.068009
00-0040394,Anthony Tyus III,RB,Panthers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040398,Brady Cook,QB,Jets,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040400,Donovan Edwards,RB,Dolphins,2025,3.0,2028.0,988333.0,2965000.0,0.0,0.0,,,2025.0,1.06621
00-0040405,Jamaal Pritchett,WR,Jets,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040406,Quentin Skinner,WR,Jets,2025,3.0,2028.0,988333.0,2965000.0,0.0,0.0,,,2025.0,1.06621
00-0040415,Connor Bazelak,QB,Buccaneers,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,,,2025.0,1.005
00-0040419,Garrett Greene,QB,Buccaneers,2026,2.0,2028.0,985000.0,1970000.0,35000.0,0.017766497461928935,,,2025.0,0.985
00-0040429,Josh Williams,RB,Buccaneers,2026,2.0,2028.0,1062500.0,2125000.0,0.0,0.0,,,2025.0,1.0625
00-0040431,Dalen Cambre,WR,Giants,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040432,Beaux Collins,WR,Giants,2025,3.0,2028.0,1000332.9999999999,3001000.0,270000.0,0.0899700099966678,,,2025.0,1.079156
00-0040443,Joaquin Davis,WR,Vikings,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040445,Courtney Jackson,WR,Giants,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040456,Da'Quan Felton,WR,Giants,2025,3.0,2028.0,998333.0,2995000.0,264000.0,0.08814691151919866,,,2025.0,1.076998
00-0040461,Luke Grimm,WR,Chargers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040464,DJ Uiagalelei,QB,Chargers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040466,Raheim Sanders,RB,Browns,2025,3.0,2028.0,990000.0,2970000.0,60000.0,0.0202020202020202,,,2025.0,1.068009
00-0040476,Ulysses Bentley IV,RB,Colts,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040488,Carter Runyon,TE,Raiders,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040494,Max Brosmer,QB,Vikings,2025,3.0,2028.0,991667.0,2975000.0,244000.0,0.08201680672268907,,,2025.0,1.069807
00-0040498,Dontae Fleming,WR,Vikings,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040504,Bryson Nesbit,TE,Vikings,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040506,Myles Price,WR,Vikings,2025,3.0,2028.0,988333.0,2965000.0,0.0,0.0,,,2025.0,1.06621
00-0040509,Ben Yurosek,TE,Vikings,2025,3.0,2028.0,995000.0,2985000.0,254000.0,0.08509212730318258,,,2025.0,1.073403
00-0040522,Xavier Restrepo,WR,Titans,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040528,J.J. Galbreath,TE,Steelers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040534,Ke'Shawn Williams,WR,Bengals,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040547,Nate Carter,RB,Falcons,2025,3.0,2028.0,993333.0,2980000.0,171000.0,0.05738255033557047,,,2025.0,1.071604
00-0040551,Nick Nash,WR,Commanders,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040552,Joshua Simon,TE,Falcons,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040556,Corey Kiner,RB,Cardinals,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040558,Isaiah Neyor,WR,Packers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040563,Efton Chism III,WR,Patriots,2025,3.0,2028.0,996667.0,2990000.0,259000.0,0.08662207357859532,,,2025.0,1.075201
00-0040566,CJ Dippre,TE,Patriots,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040567,Brock Lampe,TE,Patriots,2025,3.0,2028.0,993333.0,2980000.0,55000.0,0.018456375838926176,,,2025.0,1.071604
00-0040568,Lan Larison,RB,Patriots,2025,3.0,2028.0,996667.0,2990000.0,175000.0,0.058528428093645474,,,2025.0,1.075201
00-0040570,Jeremiah Webb,WR,Patriots,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040581,Dont'e Thornton Jr.,WR,Raiders,2025,4.0,2029.0,1312725.0,5250900.0,1050900.0,0.2001371193509684,4.0,108.0,2025.0,1.416163
00-0040582,Arian Smith,WR,Jets,2025,4.0,2029.0,1310413.0,5241652.0,1041652.0,0.19872589786578734,4.0,110.0,2025.0,1.413669
00-0040583,Woody Marks,RB,Texans,2025,4.0,2029.0,1300942.0,5203768.0,1003768.0,0.1928925347940185,4.0,116.0,2025.0,1.403452
00-0040584,Gunnar Helm,TE,Titans,2025,4.0,2029.0,1293227.0,5172908.0,972908.0,0.18807757648115916,4.0,120.0,2025.0,1.395129
00-0040586,Jaydon Blue,RB,Cowboys,2025,4.0,2029.0,1156767.0,4627068.0,427068.0,0.09229775745677392,5.0,149.0,2025.0,1.247916
00-0040589,Kurtis Rourke,QB,49ers,2025,4.0,2029.0,1083559.0,4334236.0,134236.0,0.0309710869458885,7.0,227.0,2025.0,1.16894
00-0040590,Konata Mumpfield,WR,Rams,2025,4.0,2029.0,1077134.0,4308536.0,108536.0,0.025190923320589635,7.0,242.0,2025.0,1.162008
00-0040597,Brennan Presley,WR,Rams,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040598,Mark Redman,TE,Rams,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040601,Jordan Waters,RB,Rams,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040603,Mario Williams,WR,Rams,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040609,Tru Edwards,WR,Rams,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040617,Luke Floriea,WR,Browns,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040621,Montorie Foster,WR,Seahawks,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040628,Drake Dabney,TE,Packers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040629,Dalevon Campbell,WR,Chargers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040644,Trevor Etienne,RB,Panthers,2025,4.0,2029.0,1302186.0,5208744.0,1008744.0000000001,0.19366357801420075,4.0,114.0,2025.0,1.404794
00-0040646,Jalen Royals,WR,Chiefs,2025,4.0,2029.0,1266800.0,5067200.0,867200.0,0.17113988001263025,4.0,133.0,2025.0,1.366619
00-0040648,Tory Horton,WR,Seahawks,2025,4.0,2029.0,1141260.0,4565040.0,365040.0,0.0799642500394301,5.0,166.0,2025.0,1.231187
00-0040649,Robbie Ouzts,TE,Seahawks,2025,4.0,2029.0,1130054.0,4520216.0,320216.0,0.07084086247205887,5.0,175.0,2025.0,1.219098
00-0040651,Damien Martinez,RB,Packers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,7.0,223.0,2025.0,0.885
00-0040653,Ricky White,WR,Seahawks,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,7.0,238.0,2025.0,0.885
00-0040663,Harold Fannin Jr.,TE,Browns,2025,4.0,2029.0,1685722.0,6742886.0,1543916.0,0.22896961330801083,3.0,67.0,2025.0,1.818551
00-0040666,Omarion Hampton,RB,Chargers,2025,4.0,2029.0,4443616.0,17774464.0,17774464.0,1.0,1.0,22.0,2025.0,4.793758
00-0040667,Matthew Golden,WR,Packers,2025,4.0,2029.0,4393835.0,17575338.0,17575338.0,1.0,1.0,23.0,2025.0,4.740054
00-0040668,Shedeur Sanders,QB,Browns,2025,4.0,2029.0,1161845.0,4647380.0,447380.0,0.09626499231825243,5.0,144.0,2025.0,1.253394
00-0040669,Isaac TeSlaa,WR,Lions,2025,4.0,2029.0,1666113.0,6664452.0,1486872.0,0.22310491545291347,3.0,70.0,2025.0,1.797397
00-0040673,Jalen Milroe,QB,Seahawks,2025,4.0,2029.0,1566022.0,6264086.0,1195700.0,0.19088179823840223,3.0,92.0,2025.0,1.689419
00-0040676,Cam Ward,QB,Titans,2025,4.0,2029.0,12209901.0,48839604.0,48839604.0,1.0,1.0,1.0,2025.0,13.171999
00-0040691,Jaxson Dart,QB,Giants,2025,4.0,2029.0,4244486.0,16977942.0,16977942.0,1.0,1.0,25.0,2025.0,4.578937
00-0040692,Jarquez Hunter,RB,Rams,2025,4.0,2029.0,1299695.0,5198780.0,998784.0,0.19211892020820268,4.0,117.0,2025.0,1.402106
00-0040704,Dillon Gabriel,QB,Browns,2025,4.0,2029.0,1556581.0,6226322.0,1168232.0,0.18762794471599767,3.0,94.0,2025.0,1.679234
00-0040705,Chimere Dike,WR,Titans,2025,4.0,2029.0,1350238.0,5400952.0,1100952.0,0.20384406304666286,4.0,103.0,2025.0,1.456632
00-0040715,Cam Skattebo,RB,Giants,2025,4.0,2029.0,1318260.0,5273040.0,1073040.0,0.20349551681762323,4.0,105.0,2025.0,1.422134
00-0040718,Travis Hunter,WR,Jaguars,2025,4.0,2029.0,11662278.0,46649112.0,46649112.0,1.0,1.0,2.0,2025.0,12.581225
00-0040719,Bhayshul Tuten,RB,Jaguars,2025,4.0,2029.0,1329063.0,5316250.0,1076520.0,0.20249612038561013,4.0,104.0,2025.0,1.433789
00-0040727,Tre Harris,WR,Chargers,2025,4.0,2029.0,1954423.0,7817692.0,5578241.0,0.7135406460116361,2.0,55.0,2025.0,2.108425
00-0040729,Jack Bech,WR,Raiders,2025,4.0,2029.0,1889706.0,7558822.0,5077207.0,0.671692890770546,2.0,58.0,2025.0,2.038608
00-0040730,R.J. Harvey,RB,Broncos,2025,4.0,2029.0,1839919.0,7359674.0,4727294.0,0.6423238311914359,2.0,60.0,2025.0,1.984898
00-0040734,TreVeyon Henderson,RB,Patriots,2025,4.0,2029.0,2785815.0,11143260.0,11143260.0,1.0,2.0,38.0,2025.0,3.005328
00-0040735,Luther Burden,WR,Bears,2025,4.0,2029.0,2741009.0,10964034.0,10964034.0,1.0,2.0,39.0,2025.0,2.956991
00-0040736,Mason Taylor,TE,Jets,2025,4.0,2029.0,2616548.0,10466192.0,9559309.0,0.913351197837762,2.0,42.0,2025.0,2.822723
00-0040737,Terrance Ferguson,TE,Rams,2025,4.0,2029.0,2428367.0,9713466.0,8046753.000000001,0.8284121239524594,2.0,46.0,2025.0,2.619714
00-0040739,Elijah Arroyo,TE,Seahawks,2025,4.0,2029.0,2203343.0,8813372.0,6872548.0,0.7797864426918552,2.0,50.0,2025.0,2.376959
00-0040743,Tyler Shough,QB,Saints,2025,4.0,2029.0,2701182.0,10804728.0,10804728.0,1.0,2.0,40.0,2025.0,2.914026
00-0040782,Isaiah Bond,WR,Browns,2025,3.0,2028.0,1006000.0,3018000.0,3018000.0,1.0,,,2025.0,1.085269
00-0040784,Quinshon Judkins,RB,Browns,2025,4.0,2029.0,2850529.0,11402116.0,11402116.0,1.0,2.0,36.0,2025.0,3.075141
